kwd_no,키워드명,상품카테고리,리스크 등급,대체키워드,리스크 등급별 세부 심의기준,증빙자료유형,키워드 조회 수(누적카운트),마지막 출력일자,키워드등록일자,키워드등록인,비고,키워드 등록일자
F325,기력,식품,2등급(대체키워드사용),남자의힘/에너지,-,,0,,,,,
F326,릴렉스,식품,2등급(대체키워드사용),편안함,-,,0,,,,,
F327,보조제,식품,2등급(대체키워드사용),환/가루/영양식품,-,,0,,,,,
F328,복용,식품,2등급(대체키워드사용),섭취,-,,0,,,,,
F329,소화,식품,2등급(대체키워드사용),분해,-,,0,,,,,
F330,수면,식품,2등급(대체키워드사용),편안한밤/깊은밤,-,,0,,,,,
F331,수면건강/수면도움,식품,2등급(대체키워드사용),편안한밤/깊은밤,-,,0,,,,,
F332,수면도움,식품,2등급(대체키워드사용),편안한밤/깊은밤,-,,0,,,,,
F333,수면부족,식품,2등급(대체키워드사용),편안한밤/깊은밤,-,,0,,,,,
F334,숙면,식품,2등급(대체키워드사용),편안한밤/깊은밤,-,,0,,,,,
F335,신체부위+영양,식품,2등급(대체키워드사용),제품명+영양(ex 심플리모 영양),-,,0,,,,,
F336,유일,식품,2등급(대체키워드사용),유니크한/특별한,-,,0,,,,,
F337,잠이오다,식품,2등급(대체키워드사용),편안한 밤/깊은밤,-,,0,,,,,
F338,정기,식품,2등급(대체키워드사용),남자의힘/에너지,-,,0,,,,,
F339,정력,식품,2등급(대체키워드사용),남자의힘/에너지,-,,0,,,,,
F340,진정(릴렉스),식품,2등급(대체키워드사용),편안함,-,,0,,,,,
F341,천문학적인 연구비,식품,2등급(대체키워드사용),적극적인 연구비,(시정조치 소명과정에서 사용가능으로 안내 받은 대체키워드),,0,,,,,
F342,활력제,식품,2등급(대체키워드사용),활력보충식품/활력보충제품,('OO제' 문구는 노션페이지 공지사항①번 건강기능식품 영양제 문구 조건부 허용 가이드라인 내용을 참고바랍니다),,0,,,,,
F343,BRC,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F344,FSSC,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F345,GAP,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F346,GRAS,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F347,HACCP,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F348,HALAL,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F349,KOSHER,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F350,krill,식품,3등급(조건부사용),-,(조건부규칙 세부가이드 시트의 개별규칙 참조),,0,,,,,
F351,NON-GMO,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F352,Organic,식품,3등급(조건부사용),-,(유기농원료인증 또는 제품인증 보유 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F353,VEGAN(비건),식품,3등급(조건부사용),-,"(Vegan이라 함은 ‘고기류를 피하고 주로 채소, 과일, 해초 따위의 식물성 음식만 먹음’을 의미하며 해당정의에 부합하는 경우 사용가능)(단,vegan인증은 증빙자료 보유 時 사용가능)",실증자료제출,0,,,,,
F354,VEGAN(비건)인증,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F355,VEGETARIAN(베지테리언),식품,3등급(조건부사용),-,"(Vegetarian이라 함은 ‘고기류를 피하고 주로 채소, 과일, 해초 따위의 식물성 음식만 먹음’을 의미하며 해당정의에 부합하는 경우 사용가능)(단,vegetarian인증은 증빙자료 보유 時 사용가능)",실증자료제출,0,,,,,
F356,VEGETARIAN(베지테리언)인증,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),수상/인증관련 증빙자료,0,,,,,
F357,V라인,식품,3등급(조건부사용),-,"(다이어트,신체개선,체형변화 등을 암시하거나 의미확장되지 않도록 각별히 주의할것)",,0,,,,,
F358,관절,식품,3등급(조건부사용),-,"(관절문구 자체가 금지되는것은 아니나 관절건강,연골건강,뼈건강 등과 관련된 언급으로 건강기능식품오인소지 발생하지 않도록 각별히 주의할것)",,0,,,,,
F359,기타영유아식,식품,3등급(조건부사용),-,(특수용도식품 한정사용가능),(기타증빙서류),0,,,,,
F360,논문,식품,3등급(조건부사용),-,(사용가능하나 논문의 내용이 식품관련법규상 위배되는 내용인 경우 사용 할 수 없음.),,0,,,,,
F361,라인,식품,3등급(조건부사용),-,"(몸매,체형 등을 의미하거나 이를 날씬하게 개선,유지해준다는 의미의 라인 문구는 사용불가)",,0,,,,,
F362,라인관리,식품,3등급(조건부사용),-,"(몸매,체형 등을 의미하거나 이를 날씬하게 개선,유지해준다는 의미의 라인 문구는 사용불가)",,0,,,,,
F363,명인,식품,3등급(조건부사용),-,"(사용가능)(단,식품명인제도에서 지정하고 있는 식품명인인증 내용은 별도의 증빙 후 사용가능)",실증자료제출,0,,,,,
F364,무농약,식품,3등급(조건부사용),-,(무농약원료인증 또는 제품인증 보유 時 사용가능),시험성적서,0,,,,,
F365,미세먼지,식품,3등급(조건부사용),-,"(사용가능하나 황사,미세먼지 등을 걸러준다, 배출해준다 등의 광고 내용으로 광고되지 않도록 주의)",,4,2025-12-18 11:56:48,,,,
F366,상표등록,식품,3등급(조건부사용),-,(상표등록 사실증빙 時 사용가능),실증자료제출,0,,,,,
F367,색소무첨가,식품,3등급(조건부사용),-,(조건부규칙 세부가이드 시트의 7~8번 개별규칙 내용참조),,0,,,,,
F368,소비자대상,식품,3등급(조건부사용),-,(수상표현에 대한 사실증빙 가능 時 사용가능),실증자료제출,0,,,,,
F369,식약처인증,식품,3등급(조건부사용),식약처인정/식약처기능성인정,(건강기능식품 한정 대체키워드 사용가능),,0,,,,,
F370,식품명인,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),실증자료제출,0,,,,,
F371,신진대사활성,식품,1등급(사용금지),-,(사용금지),,0,,,,,
F372,신체조직의,식품,3등급(조건부사용),-,"(사용가능하나 주의요망)(신체개선,의학적효능효과 연계x)",,0,,,,,
F373,억제,식품,3등급(조건부사용),-,"(사용가능하나 주의요망)(신체개선,의학적효능효과 연계x)",,0,,,,,
F374,연골,식품,3등급(조건부사용),-,"(연골문구 자체가 금지되는것은 아니나 관절건강,연골건강,뼈건강 등과 관련된 언급으로 건강기능식품오인소지 발생하지 않도록 각별히 주의할것)",,0,,,,,
F375,영양성분 함량강조표시,식품,3등급(조건부사용),-,"영양성분에 대하여 “저”, “무”, “고(또는 풍부)”용어를 사용하는 것은 영양성분 함량강조 표시에 해당되며, 「식품등의 표시기준」 (식약처 고시)
『별지 1』 1.아.3).가).(2). 영양성분 함량강조표시 세부기준에 각각적합하여야 하며, “무” 또는 “저” 의 강조표시는 (2)의 규정에 따른 
영양성분 함량 강조표시 세부기준에 적합하게 제조·가공과정을 통하여 해당 영양성분의 함량을 낮추거나 제거한 경우에만 사용할 수 있습니다.",,0,,,,,
F376,오가닉,식품,3등급(조건부사용),-,(유기농원료인증 또는 제품인증 보유 時 사용가능),,0,,,,,
F377,완화,식품,3등급(조건부사용),-,"(사용가능하나 주의요망)(신체개선,의학적효능효과 연계x)",,0,,,,,
F378,유기가공식품,식품,3등급(조건부사용),-,(유기농원료인증 또는 제품인증 보유 時 사용가능),,0,,,,,
F379,유기농,식품,3등급(조건부사용),-,(유기농원료인증 또는 제품인증 보유 時 사용가능),,0,,,,,
F380,유기식품,식품,3등급(조건부사용),-,(유기농원료인증 또는 제품인증 보유 時 사용가능),,0,,,,,
F381,저탄수화물,식품,3등급(조건부사용),-,"영양성분에 대하여 “저”, “무”, “고(또는 풍부)”용어를 사용하는 것은 영양성분 함량강조 표시에 해당되며, 「식품등의 표시기준」 (식약처 고시)
『별지 1』 1.아.3).가).(2). 영양성분 함량강조표시 세부기준에 각각적합하여야 하며, “무” 또는 “저” 의 강조표시는 (2)의 규정에 따른 
영양성분 함량 강조표시 세부기준에 적합하게 제조·가공과정을 통하여 해당 영양성분의 함량을 낮추거나 제거한 경우에만 사용할 수 있습니다.",,0,,,,,
F382,천연,식품,3등급(조건부사용),-,"(관련기준 적합 時 사용가능)
[식약처 고시]식품등의 부당한 표시 또는 광고의 내용 기준 제2조(부당한 표시 또는 광고의 내용)3항의 차목
차. 다음의 어느 하나에 해당하는 식품등이 “천연”, “자연”(natural, nature와 이에 준하는 다른 외국어를 포함)이라는표시?광고.
 다만, 「식품등의 표시기준」에 따른 천연항료에대한 “천연” 표현과 자연상태의 농산물·임산물·수산물·축산물에 대한
 “자연” 표현, 영업소의 명칭 또는「상표법」에 따라 등록된상표명(제품명으로 사용하는 경우 제외)에 포함된 ""자연"", “천연” 표현은 제외한다.

1) 합성향료물질?착색료?보존료 또는 어떠한 인공이나 수확후 첨가되는 화학적합성품이 포함된 식품등
2) 비식용부분의 제거 또는 최소한의 물리적 공정(별표 2의 물리적 공정을 말한다) 이외의 공정을 거친 식품등
3) 자연상태의 농산물·임산물·수산물·축산물, 먹는물, 유전자변형식품등, 나노식품등",,0,,,,,
F383,체중,식품,3등급(조건부사용),-,(체중조절용특수용도식품 한정사용),,0,,,,,
F384,체중조절,식품,3등급(조건부사용),-,(체중조절용특수용도식품 한정사용),,0,,,,,
F385,체중조절용,식품,3등급(조건부사용),-,(체중조절용특수용도식품 한정사용),,0,,,,,
F386,체지방,식품,3등급(조건부사용),-,(체중조절용특수용도식품 한정사용),,0,,,,,
F387,초유,식품,3등급(조건부사용),-,(조건부규칙 세부가이드 시트의 개별규칙 참조),,0,,,,,
F388,최대함량,식품,3등급(조건부사용),-,비교기준이 명확한 경우 사용가능(ex. 식약처 일일섭취량의 최대함량),,0,,,,,
F389,친환경,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),실증자료제출,0,,,,,
F390,코셔,식품,3등급(조건부사용),-,(해당인증 또는 수상관련 사실증빙가능 時 사용가능),실증자료제출,0,,,,,
F391,크릴오일,식품,3등급(조건부사용),-,(조건부규칙 세부가이드 시트의 개별규칙 참조),,0,,,,,
F392,특수용도식품,식품,3등급(조건부사용),-,(특수용도식품 한정사용가능),,0,,,,,
F393,프로바이오틱스,식품,3등급(조건부사용),-,"(조건부사용가능)
기타가공품에 사용한 프로바이오틱스가 최종 제품 내에 살아있는 경우라면 제품명으로 프로바이오틱스를 사용하는 것은 가능하며, 
이 경우 프로바이오틱스의 원재료명 및 함량을 주표시면에 표시하여야 합니다.
다만, 프로바이오틱스와 연계하여 건강기능식품으로 오인·혼동할 수 있는 표시·광고는 부당한 표시·광고에 해당되므로 이와 관련된 표시를 하여서는 아니됩니다.",,0,,,,,
F394,피부,식품,3등급(조건부사용),-,"(피부라는 단어자체는 문제가 없으나 피부개선,피부건강,피부탄력,피부보습,피부관리,피부미백 등의 의미로 확장되지 않도록 각별히 주의할 것)",,37,2025-12-22 11:06:29,,,,
F395,항산화,식품,3등급(조건부사용),-,"(일반식품 기능성표시기준에 해당하는 경우 사용가능)
일반식품 기능성 표시제도 가이드라인의 조건 충족 時 일반식품에서 건강기능성 표현을 일부사용할 수 있음
(단,기능성 광고시 “본 제품은 건강기능식품이 아닙니다.”라는 문구를 포함하여야 함.)

※참고※
일반식품의 주요 기능성표현 연관키워드
면역,뼈건강,피로개선,항산화,혈액흐름,갱년기,피부건강,콜레스테롤,혈당억제,지질개선,혈행개선,배변활동원활,장건강,유익균증식,유해균억제,칼슘흡수촉진,스트레스,긴장완화,눈건강,구강에서의 항균작용",,0,,,,,
F396,활력,식품,3등급(조건부사용),-,"(사용가능)(활력문구 자체가 금지되는 것은 아니나,건강기능식품 오인성 소지가 있어 피로회복,피로개선 등의 의미로 사용되지 않도록 주의할것)",,0,,,,,
F397,황사,식품,3등급(조건부사용),-,"(사용가능하나 황사,미세먼지 등을 걸러준다, 배출해준다 등의 광고 내용으로 광고되지 않도록 주의)",,0,,,,,
F398,회복,식품,3등급(조건부사용),-,(사용가능하나 다른키워드와 결합 시 추가적인 판단 필요하여 심의담당자에게 문의),,14,2025-12-22 11:06:29,,,,
F399,효과,식품,3등급(조건부사용),-,(사용가능하나 다른키워드와 결합 시 추가적인 판단 필요하여 심의담당자에게 문의),,14,2025-12-22 11:06:29,,,,
F400,효능,식품,3등급(조건부사용),-,(사용가능하나 다른키워드와 결합 시 추가적인 판단 필요하여 심의담당자에게 문의),,7,2025-12-18 11:56:56,,,,
JP001,간반 기미?주근깨?염증 후 색소 침착,일본(화장품),1등급(사용금지),-,(사용금지)(의약품오인성 표현에 해당함),,0,,,,,
JP002,"미간, 눈꼬리의 표정 주름",일본(화장품),1등급(사용금지),-,(사용금지)(의약품오인성 표현에 해당함),,0,,,,,
JP003,UV,일본(화장품),3등급(조건부사용),-,"(일반화장품 및 약용화장품(의약부외품)에서 모두 사용가능) (단, 자외선 흡수제?산란제를 '자외선차단제'로서 배합한 제품만 사용가능하며 '제품안정제'로서 배합한 제품은 미백관련 약용화장품 별도기준 적용)",,0,,,,,
JP004,UV 대응,일본(화장품),3등급(조건부사용),-,"(일반화장품 및 약용화장품(의약부외품)에서 모두 사용가능) (단, 자외선 흡수제?산란제를 '자외선차단제'로서 배합한 제품만 사용가능하며 '제품안정제'로서 배합한 제품은 미백관련 약용화장품 별도기준 적용)",,0,,,,,
JP005,UV 대책,일본(화장품),3등급(조건부사용),-,"(일반화장품 및 약용화장품(의약부외품)에서 모두 사용가능) (단, 자외선 흡수제?산란제를 '자외선차단제'로서 배합한 제품만 사용가능하며 '제품안정제'로서 배합한 제품은 미백관련 약용화장품 별도기준 적용)",,0,,,,,
JP006,UV 컷,일본(화장품),3등급(조건부사용),-,"(일반화장품 및 약용화장품(의약부외품)에서 모두 사용가능) (단, 자외선 흡수제?산란제를 '자외선차단제'로서 배합한 제품만 사용가능) ('제품안정제'로서 배합한 제품은 사용불가)",,0,,,,,
JP007,UV 케어,일본(화장품),3등급(조건부사용),-,"(약용화장품(의약부외품)에서만 사용가능) (단, 자외선 흡수제?산란제를 '제품안정제'로서 배합한 제품만 사용가능) ('자외선차단제'로서 배합한 제품은 사용불가)",,0,,,,,
JP008,거칠어진 피부,일본(화장품),3등급(조건부사용),-,"(약용화장품(의약부외품)인 경우 사용가능) 일본화장품공업연합회(JCIA) “화장품 등의 적정 광고 가이드라인의 약용화장품의 효능효과 범위"" 中 발췌",,0,,,,,
JP009,거칠어진 피부. 피부가 쉽게 거칠어지는 체질,일본(화장품),3등급(조건부사용),-,"(약용화장품(의약부외품)인 경우 사용가능) 일본화장품공업연합회(JCIA) “화장품 등의 적정 광고 가이드라인의 약용화장품의 효능효과 범위"" 中 발췌",,0,,,,,
